altura;raio;lambda;scattering
180.00;60.00;0.676;4.377335688
180.00;60.00;0.680;4.235438640
180.00;60.00;0.684;4.059985232
180.00;60.00;0.688;3.962578157
180.00;60.00;0.692;3.773971618
180.00;60.00;0.696;3.652616734
180.00;60.00;0.700;3.533261507
180.00;60.00;0.704;3.418295231
180.00;60.00;0.708;3.280581929
180.00;60.00;0.712;3.226575024
180.00;60.00;0.716;3.055135948
180.00;60.00;0.720;2.974716615
180.00;60.00;0.724;2.854817943
180.00;60.00;0.728;2.757663567
180.00;60.00;0.732;2.704081351
180.00;60.00;0.736;2.596495696
180.00;60.00;0.740;2.525880127
180.00;60.00;0.744;2.437881023
180.00;60.00;0.748;2.365141017
180.00;60.00;0.752;2.321951431
180.00;60.00;0.756;2.226670054
180.00;60.00;0.760;2.166102492
180.00;60.00;0.764;2.102261337
180.00;60.00;0.768;2.043453224
180.00;60.00;0.772;1.995509719
180.00;60.00;0.776;1.926567895
180.00;60.00;0.780;1.867803859
180.00;60.00;0.784;1.823072560
180.00;60.00;0.788;1.759896454
180.00;60.00;0.792;1.702398527
180.00;60.00;0.796;1.666820724
180.00;60.00;0.800;1.631880148
180.00;60.00;0.804;1.589821434
180.00;60.00;0.808;1.546997828
180.00;60.00;0.812;1.466140494
180.00;60.00;0.816;1.462122900
180.00;60.00;0.820;1.421034542
180.00;60.00;0.824;1.379862950
180.00;60.00;0.828;1.341372994
180.00;60.00;0.832;1.301443177
180.00;60.00;0.836;1.278396915
180.00;60.00;0.840;1.247965303
180.00;60.00;0.844;1.202237514
180.00;60.00;0.848;1.186227059
180.00;60.00;0.852;1.156142851
180.00;60.00;0.856;1.132365553
180.00;60.00;0.860;1.098989579
180.00;60.00;0.864;1.076975911
180.00;60.00;0.868;1.049249075
180.00;60.00;0.872;1.027416547
180.00;60.00;0.876;1.005425203
180.00;60.00;0.880;0.978122966
180.00;60.00;0.884;0.956932685
180.00;60.00;0.888;0.939523837
180.00;60.00;0.892;0.918528086
180.00;60.00;0.896;0.902458157
180.00;60.00;0.900;0.882104987
180.00;60.00;0.904;0.859500224
180.00;60.00;0.908;0.848036936
180.00;60.00;0.912;0.827788326
180.00;60.00;0.916;0.811163083
180.00;60.00;0.920;0.791941621
180.00;60.00;0.924;0.776485392
180.00;60.00;0.928;0.758779357
180.00;60.00;0.932;0.745702364
180.00;60.00;0.936;0.735354036
180.00;60.00;0.940;0.712919756
180.00;60.00;0.944;0.698831824
180.00;60.00;0.948;0.687130044
180.00;60.00;0.952;0.679549974
180.00;60.00;0.956;0.656481031
180.00;60.00;0.960;0.645296609
180.00;60.00;0.964;0.634849813
180.00;60.00;0.968;0.622817864
180.00;60.00;0.972;0.608485658
180.00;60.00;0.976;0.600860371
180.00;60.00;0.980;0.592985266
180.00;60.00;0.984;0.581842405
180.00;60.00;0.988;0.566999552
180.00;60.00;0.992;0.561231307
180.00;60.00;0.996;0.545099000
180.00;60.00;1.000;0.543128434
180.00;60.00;1.004;0.522799402
180.00;60.00;1.008;0.515543320
180.00;60.00;1.012;0.505831191
180.00;60.00;1.016;0.501571643
180.00;60.00;1.020;0.491582318
180.00;60.00;1.024;0.480614530
180.00;60.00;1.028;0.472272943
180.00;60.00;1.032;0.465236869
180.00;60.00;1.036;0.450169631
180.00;60.00;1.040;0.451799541
180.00;60.00;1.044;0.437524700
180.00;60.00;1.048;0.429440464
180.00;60.00;1.052;0.420100312
180.00;60.00;1.056;0.422820766
180.00;60.00;1.060;0.410018332
180.00;60.00;1.064;0.408322324
180.00;60.00;1.068;0.402776949
180.00;60.00;1.072;0.386430907
180.00;60.00;1.076;0.375843059
180.00;60.00;1.080;0.371691150
180.00;60.00;1.084;0.362891473
180.00;60.00;1.088;0.359329833
180.00;60.00;1.092;0.351552834
180.00;60.00;1.096;0.352781791
180.00;60.00;1.100;0.343978397
180.00;60.00;1.104;0.337390705
180.00;60.00;1.108;0.329875626
180.00;60.00;1.112;0.321291831
180.00;60.00;1.116;0.318908360
180.00;60.00;1.120;0.314668290
180.00;60.00;1.124;0.303615444
180.00;60.00;1.128;0.302935381
180.00;60.00;1.132;0.293725861
180.00;60.00;1.136;0.296696335
180.00;60.00;1.140;0.286406228
180.00;60.00;1.144;0.285712366
180.00;60.00;1.148;0.275084588
180.00;60.00;1.152;0.272467521
180.00;60.00;1.156;0.265091824
180.00;60.00;1.160;0.265053276
180.00;60.00;1.164;0.263325581
180.00;60.00;1.168;0.251360645
180.00;60.00;1.172;0.248570680
180.00;60.00;1.176;0.249407094
180.00;60.00;1.180;0.240800078
180.00;60.00;1.184;0.238809799
180.00;60.00;1.188;0.235670895
180.00;60.00;1.192;0.233076175
180.00;60.00;1.196;0.224349374
180.00;60.00;1.200;0.228244960
180.00;70.00;0.400;5.937614894
180.00;70.00;0.404;5.994214536
180.00;70.00;0.408;6.099394037
180.00;70.00;0.412;6.534962032
180.00;70.00;0.416;6.456174785
180.00;70.00;0.420;6.644698319
180.00;70.00;0.424;6.912078725
180.00;70.00;0.428;7.046415701
180.00;70.00;0.432;7.313191863
180.00;70.00;0.436;7.771961663
180.00;70.00;0.440;8.269711470
180.00;70.00;0.444;8.516804433
180.00;70.00;0.448;9.164116609
180.00;70.00;0.452;9.649755010
180.00;70.00;0.456;9.937342377
180.00;70.00;0.460;10.463632919
180.00;70.00;0.464;10.813762281
180.00;70.00;0.468;11.130648012
180.00;70.00;0.472;11.523159487
180.00;70.00;0.476;11.785864886
180.00;70.00;0.480;12.022334137
180.00;70.00;0.484;12.259398649
180.00;70.00;0.488;12.436129969
180.00;70.00;0.492;12.555060899
180.00;70.00;0.496;12.538865081
180.00;70.00;0.500;12.556192021
180.00;70.00;0.504;12.462253974
180.00;70.00;0.508;12.366038075
180.00;70.00;0.512;12.138462586
180.00;70.00;0.516;12.031552289
180.00;70.00;0.520;11.819791009
180.00;70.00;0.524;11.440474988
180.00;70.00;0.528;11.291018170
180.00;70.00;0.532;10.946433134
180.00;70.00;0.536;10.704784495
180.00;70.00;0.540;10.338097730
180.00;70.00;0.544;10.015806232
180.00;70.00;0.548;9.899183138
180.00;70.00;0.552;9.469193102
180.00;70.00;0.556;9.340400770
180.00;70.00;0.560;9.227567159
180.00;70.00;0.564;9.234218534
180.00;70.00;0.568;9.249077737
180.00;70.00;0.572;9.068807402
180.00;70.00;0.576;9.333207826
180.00;70.00;0.580;9.040156190
180.00;70.00;0.584;9.094689200
180.00;70.00;0.588;9.131176107
180.00;70.00;0.592;9.231827706
180.00;70.00;0.596;9.338069413
180.00;70.00;0.600;9.388590556
180.00;70.00;0.604;9.321540291
180.00;70.00;0.608;9.378586091
180.00;70.00;0.612;9.465481910
180.00;70.00;0.616;9.531256770
180.00;70.00;0.620;9.507427402
180.00;70.00;0.624;9.569795563
180.00;70.00;0.628;9.567162658
180.00;70.00;0.632;9.558631648
180.00;70.00;0.636;9.530212279
180.00;70.00;0.640;9.492152477
180.00;70.00;0.644;9.401152831
180.00;70.00;0.648;9.338761675
180.00;70.00;0.652;9.253118519
180.00;70.00;0.656;9.189461499
180.00;70.00;0.660;9.059323265
180.00;70.00;0.664;8.981650204
180.00;70.00;0.668;8.801929309
180.00;70.00;0.672;8.692945466
180.00;70.00;0.676;8.582867210
180.00;70.00;0.680;8.453503752
180.00;70.00;0.684;8.274123384
180.00;70.00;0.688;8.090625476
180.00;70.00;0.692;7.997289843
180.00;70.00;0.696;7.761157394
180.00;70.00;0.700;7.622156367
180.00;70.00;0.704;7.409044315
180.00;70.00;0.708;7.283983999
180.00;70.00;0.712;7.127223709
180.00;70.00;0.716;6.979149174
180.00;70.00;0.720;6.737144409
180.00;70.00;0.724;6.572300157
180.00;70.00;0.728;6.408975587
180.00;70.00;0.732;6.365928967
180.00;70.00;0.736;6.131420666
180.00;70.00;0.740;5.961993865
180.00;70.00;0.744;5.757018122
180.00;70.00;0.748;5.653440957
180.00;70.00;0.752;5.528424876
180.00;70.00;0.756;5.390366749
180.00;70.00;0.760;5.233241202
180.00;70.00;0.764;5.150239827
180.00;70.00;0.768;4.946216541
180.00;70.00;0.772;4.852830675
180.00;70.00;0.776;4.713345235
180.00;70.00;0.780;4.635568386
180.00;70.00;0.784;4.458288172
180.00;70.00;0.788;4.310893666
180.00;70.00;0.792;4.214021749
180.00;70.00;0.796;4.093194987
180.00;70.00;0.800;4.015997032
180.00;70.00;0.804;3.888792414
180.00;70.00;0.808;3.812082195
180.00;70.00;0.812;3.745922583
180.00;70.00;0.816;3.594762671
180.00;70.00;0.820;3.515147780
180.00;70.00;0.824;3.446844683
180.00;70.00;0.828;3.321457399
180.00;70.00;0.832;3.211686576
180.00;70.00;0.836;3.184309225
180.00;70.00;0.840;3.095888091
180.00;70.00;0.844;3.009938272
180.00;70.00;0.848;2.930275627
180.00;70.00;0.852;2.865782275
180.00;70.00;0.856;2.768615230
180.00;70.00;0.860;2.711842573
180.00;70.00;0.864;2.681411938
180.00;70.00;0.868;2.607492361
180.00;70.00;0.872;2.533664952
180.00;70.00;0.876;2.508907953
180.00;70.00;0.880;2.406846272
180.00;70.00;0.884;2.354880448
180.00;70.00;0.888;2.299523684
180.00;70.00;0.892;2.247018363
180.00;70.00;0.896;2.185081057
180.00;70.00;0.900;2.154153357
180.00;70.00;0.904;2.123354533
180.00;70.00;0.908;2.057504470
180.00;70.00;0.912;1.990229577
180.00;70.00;0.916;1.954763230
180.00;70.00;0.920;1.922150107
180.00;70.00;0.924;1.858679250
180.00;70.00;0.928;1.827499573
180.00;70.00;0.932;1.800955867
180.00;70.00;0.936;1.774570280
180.00;70.00;0.940;1.718074896
180.00;70.00;0.944;1.675568980
180.00;70.00;0.948;1.638298943
180.00;70.00;0.952;1.610880503
180.00;70.00;0.956;1.584836370
180.00;70.00;0.960;1.538100656
180.00;70.00;0.964;1.503351378
180.00;70.00;0.968;1.471539998
180.00;70.00;0.972;1.444575746
180.00;70.00;0.976;1.413493856
180.00;70.00;0.980;1.406785635
180.00;70.00;0.984;1.367165927
180.00;70.00;0.988;1.350976918
180.00;70.00;0.992;1.314831515
180.00;70.00;0.996;1.286930964
180.00;70.00;1.000;1.263101574
180.00;70.00;1.004;1.236067391
180.00;70.00;1.008;1.214986729
180.00;70.00;1.012;1.193050326
180.00;70.00;1.016;1.170284117
180.00;70.00;1.020;1.137382748
180.00;70.00;1.024;1.114008288
180.00;70.00;1.028;1.093347354
180.00;70.00;1.032;1.071892466
180.00;70.00;1.036;1.064062047
180.00;70.00;1.040;1.033303490
180.00;70.00;1.044;1.013477655
180.00;70.00;1.048;1.000397176
180.00;70.00;1.052;0.984228062
180.00;70.00;1.056;0.965530242
180.00;70.00;1.060;0.942705333
180.00;70.00;1.064;0.943110458
180.00;70.00;1.068;0.912010434
180.00;70.00;1.072;0.884485066
180.00;70.00;1.076;0.879278295
180.00;70.00;1.080;0.862846618
180.00;70.00;1.084;0.850984763
180.00;70.00;1.088;0.833735292
180.00;70.00;1.092;0.813634286
180.00;70.00;1.096;0.799999370
180.00;70.00;1.100;0.787237829
180.00;70.00;1.104;0.770644428
180.00;70.00;1.108;0.759191775
180.00;70.00;1.112;0.750417167
180.00;70.00;1.116;0.742335115
180.00;70.00;1.120;0.724008638
180.00;70.00;1.124;0.706129210
180.00;70.00;1.128;0.695373818
180.00;70.00;1.132;0.683443661
180.00;70.00;1.136;0.679419340
180.00;70.00;1.140;0.667881402
180.00;70.00;1.144;0.658327568
180.00;70.00;1.148;0.642106703
180.00;70.00;1.152;0.634462886
180.00;70.00;1.156;0.622556949
180.00;70.00;1.160;0.604620795
180.00;70.00;1.164;0.599857821
180.00;70.00;1.168;0.591291517
180.00;70.00;1.172;0.580903275
180.00;70.00;1.176;0.567528845
180.00;70.00;1.180;0.555315977
180.00;70.00;1.184;0.545912759
180.00;70.00;1.188;0.537260591
180.00;70.00;1.192;0.528017638
180.00;70.00;1.196;0.523215307
180.00;70.00;1.200;0.515355673
180.00;80.00;0.400;7.121043713
180.00;80.00;0.404;7.058853377
180.00;80.00;0.408;7.093520698
180.00;80.00;0.412;7.316287186
180.00;80.00;0.416;7.402015366
180.00;80.00;0.420;7.613656939
180.00;80.00;0.424;7.617382131
180.00;80.00;0.428;8.117669407
180.00;80.00;0.432;8.159173849
180.00;80.00;0.436;8.588374082
180.00;80.00;0.440;8.757738980
180.00;80.00;0.444;9.270520304
180.00;80.00;0.448;9.758533228
180.00;80.00;0.452;10.286481877
180.00;80.00;0.456;10.791653836
180.00;80.00;0.460;11.187256209
180.00;80.00;0.464;11.698225899
180.00;80.00;0.468;12.166547502
180.00;80.00;0.472;12.602854169
180.00;80.00;0.476;12.972417022
180.00;80.00;0.480;13.523247982
180.00;80.00;0.484;13.850812068
180.00;80.00;0.488;14.266519454
180.00;80.00;0.492;14.656356495
180.00;80.00;0.496;15.013893975
180.00;80.00;0.500;15.237923617
180.00;80.00;0.504;15.576281589
180.00;80.00;0.508;15.738169574
180.00;80.00;0.512;15.884779099
180.00;80.00;0.516;16.010668361
180.00;80.00;0.520;16.094552292
180.00;80.00;0.524;16.124005107
180.00;80.00;0.528;15.995959183
180.00;80.00;0.532;15.910941312
180.00;80.00;0.536;15.758081445
180.00;80.00;0.540;15.512843808
180.00;80.00;0.544;15.185058695
180.00;80.00;0.548;14.931250275
180.00;80.00;0.552;14.632645188
180.00;80.00;0.556;14.275224652
180.00;80.00;0.560;13.833547164
180.00;80.00;0.564;13.580701267
180.00;80.00;0.568;13.243591758
180.00;80.00;0.572;12.770012648
180.00;80.00;0.576;12.778208879
180.00;80.00;0.580;12.310525933
180.00;80.00;0.584;12.237551111
180.00;80.00;0.588;12.058571979
180.00;80.00;0.592;11.857863094
180.00;80.00;0.596;11.752146352
180.00;80.00;0.600;11.588727921
180.00;80.00;0.604;11.610877103
180.00;80.00;0.608;11.537861840
180.00;80.00;0.612;11.620353148
180.00;80.00;0.616;11.361999716
180.00;80.00;0.620;11.463162016
180.00;80.00;0.624;11.600845100
180.00;80.00;0.628;11.603122638
180.00;80.00;0.632;11.653545869
180.00;80.00;0.636;11.652928472
180.00;80.00;0.640;11.739754974
180.00;80.00;0.644;11.816081496
180.00;80.00;0.648;11.816052021
180.00;80.00;0.652;11.841357479
180.00;80.00;0.656;11.846120170
180.00;80.00;0.660;11.882813716
180.00;80.00;0.664;11.942962866
180.00;80.00;0.668;11.885071661
180.00;80.00;0.672;11.886744415
180.00;80.00;0.676;11.920953853
180.00;80.00;0.680;11.865288808
180.00;80.00;0.684;11.836028535
180.00;80.00;0.688;11.807828140
180.00;80.00;0.692;11.758156723
180.00;80.00;0.696;11.703278481
180.00;80.00;0.700;11.605268405
180.00;80.00;0.704;11.562943921
180.00;80.00;0.708;11.444261885
180.00;80.00;0.712;11.341739187
180.00;80.00;0.716;11.226679214
180.00;80.00;0.720;11.087305050
180.00;80.00;0.724;11.016063004
180.00;80.00;0.728;10.841635932
180.00;80.00;0.732;10.714902090
180.00;80.00;0.736;10.611077280
180.00;80.00;0.740;10.442240565
180.00;80.00;0.744;10.352233531
180.00;80.00;0.748;10.148828087
180.00;80.00;0.752;10.026881599
180.00;80.00;0.756;9.864265127
180.00;80.00;0.760;9.722232711
180.00;80.00;0.764;9.555951132
180.00;80.00;0.768;9.395344851
180.00;80.00;0.772;9.198654865
180.00;80.00;0.776;9.163940107
180.00;80.00;0.780;8.886296995
180.00;80.00;0.784;8.695897110
180.00;80.00;0.788;8.520965799
180.00;80.00;0.792;8.338494755
180.00;80.00;0.796;8.237527697
180.00;80.00;0.800;8.038746738
180.00;80.00;0.804;7.853755271
180.00;80.00;0.808;7.723419645
180.00;80.00;0.812;7.550523221
180.00;80.00;0.816;7.369182232
180.00;80.00;0.820;7.254730465
180.00;80.00;0.824;7.056315454
180.00;80.00;0.828;6.890879363
180.00;80.00;0.832;6.747911726
180.00;80.00;0.836;6.589121902
180.00;80.00;0.840;6.439580489
180.00;80.00;0.844;6.287225308
180.00;80.00;0.848;6.158714804
180.00;80.00;0.852;6.021805645
180.00;80.00;0.856;5.851726150
180.00;80.00;0.860;5.822836550
180.00;80.00;0.864;5.665897369
180.00;80.00;0.868;5.526313050
180.00;80.00;0.872;5.406850331
180.00;80.00;0.876;5.272851808
180.00;80.00;0.880;5.149806758
180.00;80.00;0.884;5.055940302
180.00;80.00;0.888;4.930371899
180.00;80.00;0.892;4.833835548
180.00;80.00;0.896;4.682508508
180.00;80.00;0.900;4.598473003
180.00;80.00;0.904;4.494777095
180.00;80.00;0.908;4.371000817
180.00;80.00;0.912;4.268592990
180.00;80.00;0.916;4.187183519
180.00;80.00;0.920;4.084558820
180.00;80.00;0.924;4.040338118
180.00;80.00;0.928;3.924883883
180.00;80.00;0.932;3.837615670
180.00;80.00;0.936;3.726903517
180.00;80.00;0.940;3.671088228
180.00;80.00;0.944;3.582535375
180.00;80.00;0.948;3.502759932
180.00;80.00;0.952;3.419360931
180.00;80.00;0.956;3.358209370
180.00;80.00;0.960;3.288957510
180.00;80.00;0.964;3.221802518
180.00;80.00;0.968;3.174285589
180.00;80.00;0.972;3.105408585
180.00;80.00;0.976;3.025367433
180.00;80.00;0.980;2.990246781
180.00;80.00;0.984;2.929609434
180.00;80.00;0.988;2.835633512
180.00;80.00;0.992;2.775381860
180.00;80.00;0.996;2.726780846
180.00;80.00;1.000;2.650036438
180.00;80.00;1.004;2.619715419
180.00;80.00;1.008;2.551520562
180.00;80.00;1.012;2.494759003
180.00;80.00;1.016;2.467702898
180.00;80.00;1.020;2.404875021
180.00;80.00;1.024;2.341616733
180.00;80.00;1.028;2.324802320
180.00;80.00;1.032;2.272860574
180.00;80.00;1.036;2.216197185
180.00;80.00;1.040;2.182710202
180.00;80.00;1.044;2.150531852
180.00;80.00;1.048;2.078592741
180.00;80.00;1.052;2.053740483
180.00;80.00;1.056;2.015567215
180.00;80.00;1.060;1.991373227
180.00;80.00;1.064;1.921231415
180.00;80.00;1.068;1.879349658
180.00;80.00;1.072;1.848853748
180.00;80.00;1.076;1.815321721
180.00;80.00;1.080;1.771943663
180.00;80.00;1.084;1.744228717
180.00;80.00;1.088;1.724035714
180.00;80.00;1.092;1.678435211
180.00;80.00;1.096;1.658073731
180.00;80.00;1.100;1.630270024
180.00;80.00;1.104;1.602726394
180.00;80.00;1.108;1.563163137
180.00;80.00;1.112;1.522995119
180.00;80.00;1.116;1.497767257
180.00;80.00;1.120;1.484212855
180.00;80.00;1.124;1.450530879
180.00;80.00;1.128;1.426973776
180.00;80.00;1.132;1.403215279
180.00;80.00;1.136;1.376494757
180.00;80.00;1.140;1.355398895
180.00;80.00;1.144;1.321692325
180.00;80.00;1.148;1.300724898
180.00;80.00;1.152;1.274465179
180.00;80.00;1.156;1.256563264
180.00;80.00;1.160;1.254588153
180.00;80.00;1.164;1.227614107
180.00;80.00;1.168;1.188322415
180.00;80.00;1.172;1.167398042
180.00;80.00;1.176;1.133400512
180.00;80.00;1.180;1.124908183
180.00;80.00;1.184;1.105735682
180.00;80.00;1.188;1.092355539
180.00;80.00;1.192;1.072622932
180.00;80.00;1.196;1.059307767
180.00;80.00;1.200;1.041187614
180.00;90.00;0.400;8.586214421
180.00;90.00;0.404;8.600149208
180.00;90.00;0.408;8.437792053
180.00;90.00;0.412;8.408984462
180.00;90.00;0.416;8.461140739
180.00;90.00;0.420;8.254611178
180.00;90.00;0.424;8.445198642
180.00;90.00;0.428;8.683663523
180.00;90.00;0.432;8.959362258
180.00;90.00;0.436;9.342788744
180.00;90.00;0.440;9.804625196
180.00;90.00;0.444;10.170315490
180.00;90.00;0.448;10.712894158
180.00;90.00;0.452;11.257163933
180.00;90.00;0.456;11.683249828
180.00;90.00;0.460;12.176240438
180.00;90.00;0.464;12.639036396
180.00;90.00;0.468;13.085148668
180.00;90.00;0.472;13.586536652
180.00;90.00;0.476;14.019369376
180.00;90.00;0.480;14.487967338
180.00;90.00;0.484;14.947246903
180.00;90.00;0.488;15.420576508
180.00;90.00;0.492;15.901500716
180.00;90.00;0.496;16.289193885
180.00;90.00;0.500;16.775995065
180.00;90.00;0.504;17.094775552
180.00;90.00;0.508;17.584853332
180.00;90.00;0.512;17.944879320
180.00;90.00;0.516;18.311482453
180.00;90.00;0.520;18.631060946
180.00;90.00;0.524;18.902226534
180.00;90.00;0.528;19.097650551
180.00;90.00;0.532;19.302899290
180.00;90.00;0.536;19.307966508
180.00;90.00;0.540;19.517971637
180.00;90.00;0.544;19.468581339
180.00;90.00;0.548;19.421729429
180.00;90.00;0.552;19.417507595
180.00;90.00;0.556;19.214089968
180.00;90.00;0.560;18.975585030
180.00;90.00;0.564;18.848712427
180.00;90.00;0.568;18.385307538
180.00;90.00;0.572;18.038282733
180.00;90.00;0.576;17.990875231
180.00;90.00;0.580;17.331403322
180.00;90.00;0.584;16.995961890
180.00;90.00;0.588;16.504567125
180.00;90.00;0.592;16.186949736
180.00;90.00;0.596;15.829322320
180.00;90.00;0.600;15.603503184
180.00;90.00;0.604;15.284960942
180.00;90.00;0.608;14.957559604
180.00;90.00;0.612;14.753496662
180.00;90.00;0.616;14.594219180
180.00;90.00;0.620;14.418631965
180.00;90.00;0.624;14.169594150
180.00;90.00;0.628;13.960070634
180.00;90.00;0.632;14.037969507
180.00;90.00;0.636;13.833852319
180.00;90.00;0.640;13.870016145
180.00;90.00;0.644;13.807248603
180.00;90.00;0.648;13.824364667
180.00;90.00;0.652;13.850652315
180.00;90.00;0.656;13.901509739
180.00;90.00;0.660;13.854263629
180.00;90.00;0.664;13.881857549
180.00;90.00;0.668;13.914278305
180.00;90.00;0.672;14.023610134
180.00;90.00;0.676;13.992484593
180.00;90.00;0.680;14.060119557
180.00;90.00;0.684;14.083365704
180.00;90.00;0.688;14.142295188
180.00;90.00;0.692;14.154360199
180.00;90.00;0.696;14.205401064
180.00;90.00;0.700;14.292090831
180.00;90.00;0.704;14.265039301
180.00;90.00;0.708;14.242477937
180.00;90.00;0.712;14.255575938
180.00;90.00;0.716;14.279807735
180.00;90.00;0.720;14.330158736
180.00;90.00;0.724;14.306207044
180.00;90.00;0.728;14.274220575
180.00;90.00;0.732;14.304640174
180.00;90.00;0.736;14.255151352
180.00;90.00;0.740;14.241307877
180.00;90.00;0.744;14.201763891
180.00;90.00;0.748;14.158601782
180.00;90.00;0.752;14.129262016
180.00;90.00;0.756;14.048261470
180.00;90.00;0.760;13.903228709
180.00;90.00;0.764;13.912830513
180.00;90.00;0.768;13.829390660
180.00;90.00;0.772;13.719515848
180.00;90.00;0.776;13.583888851
180.00;90.00;0.780;13.549156817
180.00;90.00;0.784;13.410321400
180.00;90.00;0.788;13.269588532
180.00;90.00;0.792;13.184159175
180.00;90.00;0.796;12.995168486
180.00;90.00;0.800;12.863662934
180.00;90.00;0.804;12.756528984
180.00;90.00;0.808;12.539419847
180.00;90.00;0.812;12.127144601
180.00;90.00;0.816;12.237961509
180.00;90.00;0.820;12.109384796
180.00;90.00;0.824;11.909418166
180.00;90.00;0.828;11.761130481
180.00;90.00;0.832;11.556777778
180.00;90.00;0.836;11.415792453
180.00;90.00;0.840;11.180461654
180.00;90.00;0.844;11.059144997
180.00;90.00;0.848;10.912127077
180.00;90.00;0.852;10.691620089
180.00;90.00;0.856;10.542122831
180.00;90.00;0.860;10.342191154
180.00;90.00;0.864;10.158305582
180.00;90.00;0.868;10.084454941
180.00;90.00;0.872;9.833565152
180.00;90.00;0.876;9.757909568
180.00;90.00;0.880;9.508009167
180.00;90.00;0.884;9.257832722
180.00;90.00;0.888;9.131276277
180.00;90.00;0.892;8.986981415
180.00;90.00;0.896;8.830292640
180.00;90.00;0.900;8.617732955
180.00;90.00;0.904;8.493772223
180.00;90.00;0.908;8.320571164
180.00;90.00;0.912;8.175444668
180.00;90.00;0.916;8.019824281
180.00;90.00;0.920;7.915478540
180.00;90.00;0.924;7.662370330
180.00;90.00;0.928;7.583486718
180.00;90.00;0.932;7.399755850
180.00;90.00;0.936;7.207446390
180.00;90.00;0.940;7.109681934
180.00;90.00;0.944;6.983171889
180.00;90.00;0.948;6.849288258
180.00;90.00;0.952;6.675518041
180.00;90.00;0.956;6.544929983
180.00;90.00;0.960;6.431009035
180.00;90.00;0.964;6.267357028
180.00;90.00;0.968;6.153303766
180.00;90.00;0.972;6.006828637
180.00;90.00;0.976;5.858617337
180.00;90.00;0.980;5.837505464
180.00;90.00;0.984;5.657888862
180.00;90.00;0.988;5.603163925
180.00;90.00;0.992;5.469850071
180.00;90.00;0.996;5.368717578
180.00;90.00;1.000;5.232265246
180.00;90.00;1.004;5.127906674
180.00;90.00;1.008;5.041192020
180.00;90.00;1.012;4.937825901
180.00;90.00;1.016;4.819374619
180.00;90.00;1.020;4.712851609
180.00;90.00;1.024;4.671181393
180.00;90.00;1.028;4.617448222
180.00;90.00;1.032;4.532492447
180.00;90.00;1.036;4.371888636
180.00;90.00;1.040;4.305799171
180.00;90.00;1.044;4.219677839
180.00;90.00;1.048;4.143472805
180.00;90.00;1.052;4.075411627
180.00;90.00;1.056;3.993332628
180.00;90.00;1.060;3.884248515
180.00;90.00;1.064;3.830353160
180.00;90.00;1.068;3.773778198
180.00;90.00;1.072;3.666854616
180.00;90.00;1.076;3.616364155
180.00;90.00;1.080;3.541219076
180.00;90.00;1.084;3.452525633
180.00;90.00;1.088;3.385713683
180.00;90.00;1.092;3.343767961
180.00;90.00;1.096;3.278979408
180.00;90.00;1.100;3.196119459
180.00;90.00;1.104;3.139141047
180.00;90.00;1.108;3.133991860
180.00;90.00;1.112;3.025186255
180.00;90.00;1.116;2.955250222
180.00;90.00;1.120;2.948427132
180.00;90.00;1.124;2.866541951
180.00;90.00;1.128;2.816718237
180.00;90.00;1.132;2.757623876
180.00;90.00;1.136;2.715738451
180.00;90.00;1.140;2.658167829
180.00;90.00;1.144;2.603790417
180.00;90.00;1.148;2.578959706
180.00;90.00;1.152;2.529199524
180.00;90.00;1.156;2.477720679
180.00;90.00;1.160;2.432899338
180.00;90.00;1.164;2.386334305
180.00;90.00;1.168;2.353800547
180.00;90.00;1.172;2.307682124
180.00;90.00;1.176;2.259009642
180.00;90.00;1.180;2.234448081
180.00;90.00;1.184;2.180309463
180.00;90.00;1.188;2.140953608
180.00;90.00;1.192;2.121049792
180.00;90.00;1.196;2.082989492
180.00;90.00;1.200;2.045286690
180.00;100.00;0.400;10.201004675
180.00;100.00;0.404;9.849787198
180.00;100.00;0.408;9.795386568
180.00;100.00;0.412;9.699344267
180.00;100.00;0.416;9.609408606
180.00;100.00;0.420;9.603159465
180.00;100.00;0.424;9.707310067
180.00;100.00;0.428;9.868913122
180.00;100.00;0.432;10.224514746
180.00;100.00;0.436;10.456966534
180.00;100.00;0.440;10.990463583
180.00;100.00;0.444;11.314768755
180.00;100.00;0.448;11.845124351
180.00;100.00;0.452;12.300580910
180.00;100.00;0.456;12.772486640
180.00;100.00;0.460;12.997150238
180.00;100.00;0.464;13.661515603
180.00;100.00;0.468;14.134768293
180.00;100.00;0.472;14.648865306
180.00;100.00;0.476;15.062816336
180.00;100.00;0.480;15.490345326
180.00;100.00;0.484;15.977526883
180.00;100.00;0.488;16.398254714
180.00;100.00;0.492;16.832874688
180.00;100.00;0.496;17.317848237
180.00;100.00;0.500;17.729451443
180.00;100.00;0.504;18.211096123
180.00;100.00;0.508;18.728050616
180.00;100.00;0.512;19.184913914
180.00;100.00;0.516;19.492748709
180.00;100.00;0.520;19.976438296
180.00;100.00;0.524;20.441557847
180.00;100.00;0.528;20.808237622
180.00;100.00;0.532;21.114323191
180.00;100.00;0.536;21.453216203
180.00;100.00;0.540;21.734999556
180.00;100.00;0.544;22.037894430
180.00;100.00;0.548;22.297462278
180.00;100.00;0.552;22.501400757
180.00;100.00;0.556;22.596385431
180.00;100.00;0.560;22.575278684
180.00;100.00;0.564;22.693584236
